"CCRYP_KC8782" "CDUBI_KC8779" "CDUBI_KC8780" "CDUBI_KC8781" "CGRAY_KC8769" "CGRAY_KC8770" "CGRAY_KC8771" "CHAMU_KC8582" "CHAMU_KC8601" "CHAMU_KC8602" "CNERT_KC8482" "CNERT_KC8483" "CNERT_KC8484" "CRUST_KC8774" "CRUST_KC8775" "CSETO_KC8659" "CSETO_KC8660" "CSETO_KC8661" "CTENE_KC8583" "CTENE_KC8585" "CTENE_KC8587" "OAUST_KC8577" "OAUST_KC8579" "OAUST_KC8580" "OINCO_KC8597" "OINCO_KC8598" "PFALL_KC8497" "PFALL_KC8498" "PFALL_KC8499" "PHORS_KC8784" "PHORS_KC8785" "PLUCI_KC8540" "PLUCI_KC8783" "PPALL_KC8786"
"OG0004532" 13 89.63 95.42 80 31.74 57.44 128.92 2 20 12 208 232 228 31.24 97.65 48 13 22 0 104.7 202.73 70 185 90 191.26 298.84 67 72 62 0 20.4 30 28.13 12
"OG0004536" 32 1724.98 2039.05 1912.22 286.62 143.03 915.73 83.7 251.27 589.83 365.89 0 384.03 19.7 147.11 898 720 709 0.27 471.74 59.47 117 336 374 145.08 99.68 581 472 251 557.14 662 108.1 347.6 259
"OG0004537" 19 101 0 0 149 32.17 221.41 30 40 34 33.31 73.73 0 34 187 34 47 39 211 160 95 49.59 221.85 119 303.57 304.82 55.88 88.62 29 136.58 104.2 72 83.51 36
"OG0004538" 46.14 65 81 79.15 0 15.63 121.74 23 18 27 53 35.66 80 29 74 21 8 16 92.59 46.44 19.66 14.91 99.24 0 734.15 1213.86 74.82 99.7 44.93 95 128 41.04 49.45 13
"OG0004540" 85 134.98 199 25 34 15 89 14 1 40 261.94 58.15 11.69 3 228 28 27 32 129.46 186.86 135.24 61 127.45 207 344.43 528.59 303 303 1275.76 23 58 23 123.1 204.5
"OG0004545" 14 61 63 211 177 52 200 7 28 28 153 224.04 174 321 175 104 121 61 300.12 251.4 204.95 36 183 105 475.77 396.19 78 93 151 21 0 143 123 40
"OG0004546" 63 192.93 204.01 107.08 24.06 4.34 182.61 14 43.57 78 0 5.57 13.67 21 299 38 71 43 140 91.66 115 28.61 74.64 36.4 423.28 615.98 33.44 28.3 0 156.62 0 56 121 97
"OG0004548" 58 159 188.96 224.91 288.92 178.68 823.59 12 16 82 155 98 344 64 431 128 61 145 226.16 199 204 64 321 136.78 349.38 778 66 121 37 42 43 103 145.75 21
"OG0004549" 86 2384 1439 935 615 513.86 3502.72 99 313 341.26 650 470 2104 190 1341 807 389.05 572.92 270.05 914.26 112.16 96.98 128.52 128.31 887 592 3180.24 1729.84 850.95 287 535 260 755 437.11
"OG0004553" 79 177.04 91 57 102.13 79.79 261.37 11 44.17 45 97 97 172.57 20 147.36 48 24 11 38 20 26 60 197.3 106.91 207.72 291.51 59 47 49 60 29 46.12 66 61
"OG0004554" 20 24 47.26 180.69 73 28 172 23 48 73 201.99 190 286 48 87 75 70 70 133.26 122.93 102 35.2 100 78.56 364.31 408.73 123 113 77 39 33 43 53 22
"OG0004555" 21 253 159.69 80 1172.93 878.26 1050.53 3 108 279 3304.39 3617 1423.55 108 286 18 42 29 343 149 81 2766.02 1733.1 126.43 822.1 339 1338 159 235 442.4 101 26 39 44
"OG0004556" 14 124 170 215 235.33 59.96 407.39 22 9 65 70.42 30.01 60.78 100 246 56 31 30 231 158 180 48 259.85 134 432 933 54 84 15 116 175 70 171 165
"OG0004558" 51 0 0 49.74 220 148 728 14 33 62.29 153 214 330 183 1442 71.59 91 79 398.63 412 244 56 265 216 627 852 202 300.13 242.87 91 136 21.57 0 11
"OG0004559" 49 195 114 293 111 68 233 27 100 113 217 180 175 70 81 20 23 13 315 198 152 6.68 4.47 3.35 432 461 81 37 14.82 197 37.88 56 110 145
"OG0004566" 13 94 103 145 222.67 114.53 453.99 43 40 99.64 311 188 274 42 362 143 33 49 190.22 251.62 164 89 246 121 430 711.02 140.61 109.17 96.7 103.77 83 68 109 66.98
"OG0004567" 22 9 17 8 41 13 145 0 0 25 1 0 7 16 148 47 35 40 26.58 37.39 54.55 0 70.25 61.44 317.95 322.13 27 39 12 58 126 67 60.21 11
"OG0004568" 139 91.11 83.15 29.09 71 61 365 71.54 207.62 365 110 128 232 77.96 244.42 250 167 72 329.03 244.06 135.11 101.77 368.02 145.41 242.31 448.31 194.28 125.32 106.81 87 110 434.65 264.41 768
"OG0004571" 119 53.56 93.65 138.93 265 164 526.01 32 159 300 405.52 481.78 255.69 53 319.11 176 91 27.89 217.28 108.55 169.97 26 298 164 247 427 422.31 36.22 26.18 195.2 121 228.05 166.8 38.69
"OG0004573" 14 79 150.57 120.6 154 80.12 482.61 7 6 65 71.99 0 211.4 73 88 78 57 46 155.56 225 134 52.74 350.45 359.62 86.99 0.73 41.73 145.93 84.34 80 97 0 144.87 25
"OG0004575" 5 56.03 80 54 74.24 31.57 283.27 1 1 24 44 77 55 40 32.42 42.1 43.33 27.24 186.24 138.25 50.28 29 88 51.48 126.54 236.91 38 19 50 121 68.12 97.21 142.34 37
"OG0004576" 31 134 140 183 177 103 329.49 5 47 49 152.56 203.88 172.92 54 142 26 35 14 47.79 26.77 45.14 29 119 90 229.92 360.76 59 42 16 180.73 25 63 149 18
"OG0004577" 31 56 127.86 121 22.29 8.59 139.05 13 7 36 70 72 136 21 64 30 18 20.02 113 65 16 12.38 109.89 107.05 0.1 89.12 66 26.5 0 101.25 110.14 53 140.75 20
"OG0004578" 139.14 76 106 99 977.23 311.44 1797.73 10 32 94 757.88 68.38 339.93 114.22 550.88 136 73 107 0 58.53 0 143 576.46 404.86 807.7 1202.58 366 334 244 528.57 259.25 35.66 441.67 117
"OG0004579" 25 320 427 272 76.6 42.46 726.27 12 18 54 12 11.11 43.37 44 122 53 46 28 18 18 15 88.59 265.41 185 535.82 791 116 77 68 93.84 101 15 63 130
"OG0004580" 15 37.79 49.93 2.24 99.47 70.75 200.88 19.51 138.27 442.81 59.81 5.02 0 46.99 103.96 112 58 81 154.16 113.9 109 32.01 78.69 68.85 14.89 8.67 49.53 74.32 44.15 75.46 15 10.27 0 117
"OG0004581" 53 28 37 27 27 18 106 0 7 4 9 43 64 0 47 28 6 4 0 4.15 15 17 76 42 96.01 256.92 18 18 34 53 54 27 50 16
"OG0004582" 16 13 38 47 71 36 145 5 24 9 90 44 42 16 24 17.13 12.94 3.09 211.97 70.77 42.28 10.74 193.08 17.56 35.45 334.23 35 21 37 13 5 31.16 75.05 46
"OG0004583" 18 18 39.63 12 0 36.12 199.82 5 11 25 98 45 138 12 17 40 28 32 14 8 12 30 100 73 6.29 17.55 47 42 26 53 5.15 21 70.36 11
"OG0004586" 104 0 0 60.26 259.86 127 386.88 0 4 46 82.67 0 32.84 71.46 177.25 62.8 62.07 34.38 71.08 30.29 10.18 6.46 4.59 70.49 0 0.91 25.88 0.61 39.89 0 82.91 8.09 194.51 43
"OG0004591" 6 66 81 87 96.24 0 249.23 0 1 24 44 27.44 35 0 65.57 134.43 101 103.24 48.85 19 17 32.34 130.13 75.46 295.95 202.34 13 18 0 61 41 11 28 17.2
"OG0004592" 55.02 46.99 38 30 45.66 51.92 0 31.79 66.29 185.63 24 38 44 12 36 44 11 0 92.33 41.94 62.21 68.32 192.29 88.44 93.25 126.86 26 19 21 39.83 25.05 17 45 54
"OG0004596" 120.24 0 494.18 428.12 2357 1439 5125 57.35 184.12 288.32 1547 1939 811 293.65 3442.21 421.6 229.55 801.67 3014.39 2302.51 1966 441 1492.89 1978.41 2153 2956 396.37 691.96 583 581.18 807.02 307.29 683.49 230
"OG0004598" 41 94 203 180 28.96 0 149.74 6 47 64 61 48 157 6 61 106 112.17 101.21 167 97.53 187.18 44.01 288.58 162.99 130.12 80.35 53 69 27 125 43 136 229 91.24
"OG0004599" 34 141 75 115 144.84 69 258.82 5 14 54.98 38 41 44.81 91 94 14 8 19 27.42 82.13 135 74 248 174 361.74 554.65 92 88.7 38 59 20 55.98 31 24
"OG0004601" 20 41 32 64 21 34 95 44 19 45 34.42 15.92 32.31 40.4 14.68 61.47 0 110 266.73 179.23 120.95 47 150.45 95 99.05 66.27 21 11 10 47 30 141.95 34.18 69
"OG0004602" 28 38.82 32.4 73 45 67 253 12 60 115 70 73 88 40 86 95 44 48 89.14 94.84 70.62 11.93 63.08 8.7 203.28 111.91 96.03 68 44 120 83 106 105 115
"OG0004603" 14 161 200 136 69 79 398 6 52.21 172.47 42 34 142 60.57 159.75 28 66 52 105.3 68.48 149 9.44 110.24 89.63 141.39 272.62 27 72 23 149.9 66.61 51 137 151
"OG0004604" 61 435 447.26 411.8 87.13 64.57 22.73 49 173.99 306.2 0 0 327.56 214.98 358.77 196 107 107 17.2 56.8 12.49 109.88 423.74 336.97 815.55 944.49 181 116 84 140 80 176.18 472.52 249
"OG0004605" 30 49 114 69 33.16 31.75 217.98 12 9 13 45.17 34.78 124 15 273 27 44 9 192.24 90.9 156 0 7 12 81.81 162.51 27 51 35 94 107 0 83.56 167
"OG0004607" 28 98 129.51 98 30.2 20.78 137.61 0 46 45 223 235.03 402.53 42 200 28 48 12 101.45 66.69 63.98 19 117.1 64.2 799 1080.71 74 40 27 122.33 83.49 56.61 192 16
"OG0004609" 197.99 73 102 117 118.89 90.48 430.29 170 21.25 203.01 206.28 198.86 265.2 40 173.16 117.11 68.49 113.16 869.46 592.94 81.64 239.81 920.48 488.42 2066 2391.57 167 208 90 426 164 150 206 51.92
"OG0004611" 166 62 80 75 233.98 72 321.23 6 15 40 509.14 412.73 556.98 5 57.54 81 55.73 25 16 21 10 65 195 151 493.45 922.21 13 12 0 453.49 178.16 76 325 63.01
"OG0004612" 94 94.42 109.27 187.05 118 90.79 239.32 21 55 53 144 115.57 189.65 31 45 30 34 32 107 85 134 19 91 72 182.43 373.51 63 52 26 167 109 46 57 48
"OG0004614" 55 44.8 99.19 77.85 7.17 23.8 461.39 72 45 261 26 25 31.91 98.9 242.87 45.8 22.75 58 580.82 269.21 318.31 15.76 24.21 40.64 105.75 102.48 241.95 365.12 145.98 163 151 21.5 11.83 150
"OG0004617" 129 14 20 16 73.22 23 119 0 13 48 54 41 67 18 6 22 13 16 60 31.03 22 64.92 282.27 163.81 206.8 266.67 32.69 33 0 96 49.24 46.9 138 62.05
"OG0004618" 96.99 80.44 0 43.03 88.88 40.31 424.32 29 0 70 18.22 0 193.53 20 273 83.52 0 0 0 36.22 3.29 14 133.81 81.53 2.57 52.93 59.45 98.11 0 155 308 75.01 113.43 18
"OG0004619" 109 41 52 33 125 109.35 410.18 2 0 20 20 4 32 13 56 46 54 39 26 35 19 31.1 124.18 59.59 287.92 672.1 48 38 20 27 48 33 43 44
"OG0004620" 39 314 230.42 166.58 20.69 0 225.14 11.35 58.59 131 43.79 0 0 0 23 180 103 23 106.79 96.09 97 9.46 43.44 0 464.8 597.15 45 23 5 377.73 206.9 185 245.47 66
"OG0004621" 49 80 87.05 39 164 120.94 190.89 7 32 38 0 0 298.54 21 36 117.37 80.61 191.79 322 287 172 8.59 64.45 30.66 294.33 350.83 89 24 43 77 70 87 256 65
"OG0004624" 62 167 480 350 161 135 730.28 19 7 65 40 31 140 209 324 91 76 92 251.98 359.22 11.97 120.24 394 234.67 208.62 181.28 142 199 78 82 303 326.43 396.62 257
"OG0004626" 126 113.79 155.59 147.82 190.86 94 442.97 41 168 169 108 149 221.9 3.39 250.62 135.54 113.32 167.08 240.71 172.46 150 56.22 232.48 249.58 239.95 119.59 163 213.99 73.74 128.43 264.38 293.48 268.17 243.47
"OG0004628" 105 262 284 325 206 135.15 565.04 9 39 43 178.78 242.56 228.09 0 211.38 242.83 168 112.81 172.36 178.65 162 65.18 133.83 0 54.26 0 97 84 72 109.88 98.28 242.66 392.2 268
"OG0004629" 59 30 48 27 37.15 46.99 264.51 7 6.41 15.48 38.2 53.94 71.5 0 119.49 35 36 5 115.97 154.98 109.65 15.4 65.36 51.94 90.69 183.22 23.07 24 17.3 45 66 14.17 76.12 35
"OG0004630" 342.22 585.02 715.95 970.76 536.2 417.93 1895.97 193.99 125.42 632.54 988.83 884.98 2302.48 752.91 429.71 105.89 45.7 25.7 2034.57 1996.06 866.96 276.95 948.05 787.1 856.96 1867.26 1420.56 612.72 1145.3 1245.3 1550.6 0 808.32 0
"OG0004633" 180 265.9 353.37 250.64 154 117.43 530 57 110 168 95.58 107.03 205.64 55 194 166 101 137 359 334.65 170 52 210.43 158 599.16 702.78 106 136.51 143.02 189 162 190.66 342.23 99
"OG0004636" 64 169.55 192.45 134.13 1385.43 215.45 1571.26 9.43 39 55.57 233.82 282.95 140.29 30 201.95 135.84 104 112.97 5.27 3.43 16.98 106.78 533 381.57 1603.78 2394.93 137.1 122 33.16 721.23 352.82 287 505.54 184.92
"OG0004639" 191 4.11 57.5 25.04 0 0 11.47 66 0 48 14.73 8 0 28 55.99 61.62 0 37.48 445.77 399.8 368.9 41 130 97 223.31 549.87 224.42 109.37 184.61 121.6 298 126 172 228
"OG0004640" 209 237.99 347.27 255.82 411.28 157.45 930.63 73 79 164 418 773 439.56 30 88 217.59 223.39 114.82 430.07 316.87 188.84 135.4 175.63 173.56 945.72 982.13 187.23 222.8 73.07 464 327 578 594 429
"OG0004642" 159.99 159.13 184.11 126.61 324.66 173.96 500.95 54 66 203 127.02 0 215.38 100 271.43 147 142 146 167 123 112 0 137.24 0 221.85 216.11 151 185 128 599 398 179 598 264
"OG0004643" 277 85.12 0 0 26.85 6.07 1169.59 18.37 50.15 59.37 268.94 307.68 466.35 3.05 349.63 32.13 6.54 25.91 636.69 466.1 391.87 24.69 962.53 64.73 14.72 6.53 470 311 262 434 412.01 14.53 81.35 372.09
"OG0004645" 276 18 920 424 368 164.83 2338.92 103.85 85 564 290.72 607.45 493.88 168 1117 607 529 371 17.09 51.69 0 7.72 27.06 99.62 1807.21 3386 253 227 106 201.36 303 0 20.48 300.43
"OG0004646" 50.71 352.57 388.37 347.47 255.12 94.84 315.32 5.62 105.1 97.68 147.03 338.73 512.82 181.79 836.86 135.45 78 33.23 262.38 393.61 447.94 83.12 483.31 16.08 737.95 591.91 32.19 90.09 23.88 29.41 6.89 397.25 244.68 406.21
"OG0004647" 71.38 0 27.03 0 222.99 49.25 219.86 0 0 36 189 73 173.63 23.39 64.19 4 28 16 32.15 35.92 26 28.59 67.43 46.12 120.51 247.63 23.9 4.55 11.21 296.54 243.13 45.77 34.45 174.03
"OG0004648" 257 787 1116.72 1057.09 389.9 248.95 999.06 91.19 241.68 524.81 278.39 435.5 662.91 154 551 443.04 300.99 160.99 133.28 132.72 116.31 369.56 1578.1 1580.38 2157.42 2749.88 145 73 56 742.2 1634.57 126.55 1467.86 330
"OG0004649" 226 412.73 1686.65 1417.63 286.45 267.57 1909.08 101 145 753.77 193.29 198.26 372.38 686.93 829.22 1047.99 676.01 623 955.88 799.62 711 503.68 875.64 580.69 725.72 1551.83 1294 1023.84 776 491.3 349.13 165.87 482.59 561
"OG0004650" 72 457.63 344.57 712.75 34.61 8.3 130.38 66.6 123 269.3 68.22 56.73 161.09 13.52 296.3 383.43 220 256.67 229.41 191.19 77.19 75.59 517.99 0 104.59 74.17 252.62 176.81 95.84 956 706 222.02 628.84 388
"OG0004651" 661.42 341.9 503.77 426.36 8.15 27.65 137.64 311 564.49 1405.04 1232 955 2705 849 2398.52 887 645.57 620.73 1291.89 1240.37 1725 44.38 0 0 1760.49 2197.81 2251 1546 1366 1530.41 1167.71 517.85 1348.75 0
"OG0004656" 291.57 639 360.43 466.45 353 301.39 1402.24 105.4 193 548.68 436 285.64 754 68.93 1016.46 306.92 142.98 6.68 773.51 635.11 325 393.04 659.37 483.92 1148.53 1483.97 0 233.02 136.86 536.81 370 213.66 639.95 482.82
"OG0004657" 173 202.9 233.49 171.25 1.03 7.41 35.56 32 58.24 136 281.53 313.74 252.31 85 392.96 111.6 53.78 222.48 375.22 232 135.01 90 154 170 544.96 724.71 295 258 157 490.75 489.17 219 643.71 296.01
"OG0004658" 567 351 347 536 431 287.99 1716.01 71.19 86.24 369.53 616 557 893 197 785.41 468.58 379 182 285.24 72.22 0 194 903 743.72 1916 2702 135 165 86 762.66 150.22 360.18 835.33 384.21
"OG0004659" 869 117.44 38 22 53.52 147.75 374.39 3 64 73 118 197.37 242 20 94 41 10 0 191.91 51.15 44.07 0 0 11.21 409.99 228.77 42 20.99 28.36 1399 51 142 578 51
"OG0004660" 635.02 5.94 1099.61 109.57 257 609 1989 148 28 348 655.04 281 736.89 372.39 1517.85 736 422 224.47 68.26 0 0 229 705 361 758.3 1096.76 5422.5 1011.24 1950.1 339.69 645.23 1307.27 914.44 1171.99
"OG0004661" 313 80 96 72 517 110 542 5 83 158 195 308 235 41 160 51.32 11.15 32 182.11 173.92 117.1 119.84 253.05 330.83 552.17 1107.82 82.36 93 62.6 416.34 124.02 47 391 10
"OG0004662" 843.1 287 280 306 510.8 288.79 1286.71 76.66 47.02 118.34 209 0 119.64 296.95 1097.46 411.38 435.95 253.73 418.74 421.2 219.87 119.12 415.72 284.21 1011.96 1594.63 178.74 191.11 103.23 995.82 621 329.31 1086.97 443.77
"OG0004663" 176.41 169.98 190.76 227.32 555.73 145.38 1130.32 84.88 359.05 445.97 344.23 379.85 450.4 0 348.32 0 0 98.77 1081.03 800.45 711 240.36 1443.69 856.21 287.59 501.05 338.65 329.64 56.52 365.12 264 256.8 266.12 222.01
"OG0004664" 264 382 443 280.75 551.36 214.07 1257.78 46 61 207 223 283 428.06 63.34 670.34 50 15 20 348.05 122.05 139.15 117.79 454 298.59 620.29 904.07 687.33 65.01 56.02 296.19 317.15 331.86 273.67 90
"OG0004665" 206.44 57.38 632.9 642.46 169 64 795 42 2 68 19 5 177 270 577 134.86 114.69 135.79 380.88 341.72 260.71 37 78 79 145 200 70.12 220.63 70 121 359 44 22 160.31
"OG0004666" 137 921.91 423.49 262 170.16 0 473.89 57.28 277.42 285.7 310.95 201.49 388.23 201.45 206.84 30 234 209 606.46 677.87 154.93 175.2 317.01 49 78.31 217.07 0 0 0 156 0 185.69 308.78 192
"OG0004667" 388.14 48.91 49.8 15.57 292.91 147.01 793.51 22 105 204 119.78 79.81 352.12 8.54 348.48 161.49 0 81.87 53.32 133.4 2.14 143.81 104.94 136.68 139.98 58.39 79.2 83.43 50.92 414.19 642.83 114.57 518.63 139.11
"OG0004668" 185 289.9 384.75 382.97 0 0 33.06 43 109 287 248 461 335 311 1489.13 260.72 152 155.79 336.61 215.74 303.17 165.53 498.27 122.85 734.67 764.57 728 421.99 277 617 436.01 166.35 823.39 112.1
"OG0004669" 718 191.07 205.48 218.78 313.42 186.43 1234.51 313.18 80.99 140.35 0 0 425.86 59 416 138.83 150.97 104.35 2877.04 2373.89 1174.76 652.08 2564.73 1523.26 4130.27 6180.12 1021.72 531.27 387.98 461.51 347.58 147.17 571.1 179
"OG0004673" 155 45.32 239.33 82.63 21.82 0 510.32 36.72 41.05 225.67 134 144 278 0 252.54 219 205.52 195 171 177 187.79 25.17 81.53 77 145.65 238.17 514.34 391.78 371.03 546.72 609.58 238 1657.81 330.96
"OG0004674" 801 0 130.95 0 1120.11 261.86 1488.64 171 243 343.06 572.73 489.02 251.09 277 942 605 375.97 27.67 729.41 648.29 812.86 148.83 463.86 362.48 2263.09 2630.4 1117.76 1199.05 964.17 1600.15 910.95 1400.69 1407.56 1122
"OG0004676" 156.04 153.23 133.52 220.17 88.29 0 433.01 31 43 90 276 250 605 78.97 540.56 218.6 131 184.69 248.71 26.65 259.5 11.87 23.98 362.15 0 274.57 103 228.02 85.86 171 213 147.39 349.31 559.18
"OG0004681" 2252 1088.33 1335.78 1113.26 709.65 642.44 2524.13 203.97 186.57 1121.55 1331 1241 2288 195.66 1567.77 500.03 671.25 800.32 1191.56 998.89 878 284 1628 1114 2340.74 3443.87 464.79 951.98 469.25 2845.09 1702.6 915.73 3324.13 1354.9
"OG0004683" 0 31.32 17.51 0 16 5.07 68.44 19.18 2.49 11.49 25.7 68.1 8.44 0 80.93 39.93 5.83 1.65 5.55 10.07 20.93 5.86 84.97 0 42.62 0 6.23 22.53 14.82 66.99 51.58 69.44 13.52 93.94
"OG0004684" 679 162.27 161.68 314.26 276.1 122.87 348.5 30 84 222 30.86 134.28 144.73 144.26 524.83 271.73 273.52 60.72 93.84 140.12 277.65 38.15 488.62 224.55 225.59 230.06 212.48 166.01 62.19 311.93 334.92 103.51 208.08 294
"OG0004685" 3678.36 1589.03 2956.55 1706.63 1182.77 640.27 5854.33 298.38 0 446.59 920.65 754.27 2323.04 0 1423.82 1819.73 1706.96 1830.75 1715.03 1584.05 1525.76 411.96 1795.63 606.52 1821.18 3098.26 1610.11 1070.14 521.87 2323.47 3563.88 1254.54 3387.23 1939.48
"OG0004686" 751.57 1001.47 1201.65 911.08 511.53 0 126.41 202.62 932.64 2054.97 436.04 923.86 997.27 362.67 807.41 6.21 0 105.3 1014.58 988.3 558.24 292.01 1372.58 371.81 3502.07 4204.92 602.12 2339.07 362.62 1552.9 1416.72 585.15 1369.85 1001.81
"OG0004690" 1497 4410.01 5087.37 1858.16 6989.53 2481.53 9286.57 3850.9 18294.41 12114.47 5031.98 11633.77 8881.65 1017 1822.29 5776.58 29453.07 17896.24 14666.69 8334.82 8640.59 7480.96 10803.74 2802.29 45887.36 28246.41 668 2970.89 2531.2 408.42 1382.85 7392.96 3975.77 5460
"OG0004693" 411 1500 747 429 1468 717 2603.99 88 274 358.46 916 604 916 884.37 1660.57 682 368 352 964 595.7 901 368 814 436 315.3 193.97 1209.4 848.93 603.49 707 520 686.83 508.99 952
"OG0004785" 0 206 80 59 77 34 145 8 34 22 414 290 631 0 104 23.94 14 21 27 19 4 36 204 217 667.67 551.25 72 32 17 90 69 146 132 210
"OG0004786" 6 102.33 69.59 0 16 6 42.88 51 242 315.23 160 154 73.93 118 67.71 11.22 46.74 157.24 147.04 76.42 3.19 83.14 131.36 52.67 900.11 633.52 32.21 189.99 135.07 54 86 0 0 258.02
"OG0004790" 4 59.12 45.78 31 68 34 225 0 0 9 29 84 159 8 62 16 41 44 15 20 62.56 30 56.74 57.9 618.42 832.21 67 66.59 70.73 55.95 80 21.65 45 32
"OG0004793" 6 114 175 108 171 168 564 5 85 117 72 78 189 118 266 70 46 79 202 158 35 115 670 390.01 906.06 1038.61 40 25 44 65 98 81 85 198
"OG0004806" 20 76.62 108.43 78.8 23.29 11.68 128.32 16 37 33 20.66 17.27 27.38 6 85 85.75 51.73 0 128.94 112.67 35 22.43 99.85 85.36 65.4 106.06 13 11 15 27 36 36 94.42 132
"OG0004813" 1 35.49 76.2 0 243.83 273.4 692.08 21 57 156 155.67 168.84 203.45 269 157 65 37 39 219.78 165.72 210 71 346 376 558.38 692.08 190 153 90 127 51 121 77 25
"OG0004816" 13 38.36 217.24 109.25 62.54 49.77 218.53 9 3 61 14 9 38 0 19 19 20 44 102.36 179.63 0 40 70 39 137.11 149.13 79 105 79 78 60 54.41 0 66
"OG0004818" 73 37 55 29 59 23 113.54 7 12 19 60 84 72 46 48 30 13 4 61 39 45 18 41 22 105 122.29 10 16 16 38 36 31 36 31
"OG0004822" 54 23 156 100 50.54 29.09 323.19 12 7 24 15 8 37 25 372.73 108 45 42 173.39 235 277.75 60 134 53 154 355 166 213.48 104 130 139.19 81 419.13 310
"OG0004824" 54 700.71 894.02 279.28 1300.92 349 471 76.24 1701.4 1009.49 72.74 59.17 290.14 30 29 2215.72 558 887 2423.47 2370.58 1105.15 514.13 14.61 116.93 2221.87 3174.04 68 162.93 434.06 2900.06 237.85 529.38 20.61 334
"OG0004825" 88 61 76 58 91.53 28.13 196.42 30 94 84 234 192 247 14 66 47 58 38 83 62 25 40 110 67 161.08 287.17 44 20 0 101 98 53 81 56.14
"OG0004826" 21 38.77 51.4 11 81 37 142 10 48 96 20 57 66 15 71 155.68 118.5 193 432 385 310 142.22 800.64 718.77 893.37 940.21 17 23 3 417 319.37 382.25 423 20
"OG0004827" 19 158.61 169 155 115 66 359 14 0 18 185 148 201 0 15 24 5 6 13 9 11 30 83 41 224.79 352.75 0 0 0 80 41 156.71 354.48 122.28
"OG0004828" 74 117 144 46 214.84 157.75 1124.73 15 47 92 35 16 77 77 403 149 123.62 96.73 333 274 276 112 423 265 407.72 658.89 112 135 68 215 174 139 209 53
"OG0004831" 5 82 95 208 197 81 349 0 5 25 328 320 196 92 143 36 51 17 329 225 99 38 39 42 139.67 264 131 98 232 104 56 216.19 94 78
"OG0004832" 13 69.51 100.43 62.84 91.31 156.43 582.44 5 5 10 35 31 75 53.78 66.31 61 22 66 150 87.47 106.92 39 172 87.46 421 542 51 72 68 4 6 66 49 31
"OG0004833" 477.75 1210.84 1164 737 545.62 0 378.69 262 809.54 1485.04 5532.29 6662.97 4898 379 1315 0 361.41 2.03 860.25 211.99 411.47 487.34 2521.3 4063.5 3779.69 5924.2 1310.01 0.22 25.14 1326.44 597 128.83 0.15 448.07
"OG0004835" 55 60 64 82 0 0.53 30.61 6 81 83 104 55 149 24.44 142.74 186 119 56 70 51 91 29 119.53 58.82 0 73.25 8 2 7 119 80 6.95 47 120
"OG0004836" 22 106 103 101 124.56 0 105.82 0 7 9 130 96 202 38 94.33 44 12 12 30 56 23 6 19.91 0 134.46 237.6 87.71 46 19.01 65 112.83 16 24 60
"OG0004837" 104 524 562 504.36 178 176 731 12 19 46 98 0.01 0.37 0 329.95 171.98 152 107.83 307.51 254.98 216.31 126 618 400 1283.84 1364 219 226 87 115 59 182.37 289.34 107
"OG0004840" 17 41 39 52 163.03 170.58 320.66 15 32 35 18 22 34 3 55 6.81 7 0 14 17 6 24 130.33 77.28 13.12 38.33 16 24 29.81 22 20 9 42 7
"OG0004845" 20 126 158 103 56.89 90.64 316.85 0 26 29 151 122 244 77 140 47 54 27 169.89 136.4 236 65.14 361.21 273.77 220.15 242.61 63 50.23 48 24 19 60 74 43
"OG0004847" 5.01 193.25 92.8 0 306.31 185.23 703.9 22 6 33 20.88 179.58 137.43 64.34 1045.58 26 35 29 120.61 117.85 88 20 24 40 88.42 103.38 58 42 14 35.14 30 12.32 74.18 57
"OG0004849" 134 269 245 321 72.75 156.81 382.05 35 56 122 241 215 448 109 268 146 83 78 206 213 154 108 457 241 753.17 923.04 503 452 277 261 288 319 321 52
"OG0004850" 57 207.01 149.51 151.07 0 0 0 8 14 72 136.29 97.42 187.53 157 271 130.67 105.48 42.79 141.52 17.5 137.66 61.07 196.43 126.38 380.2 431.71 116 113 82 117 182 123.18 277.93 76
"OG0004853" 76.91 255 236 143 164 33 345 69 126 182 164 147 116 8 138 240 198 188 167.59 110.36 77.32 4.95 57.66 52.82 466 718 213 127 117 37.81 0 56 374 54
"OG0004854" 212.51 385 365 300 362.62 254.5 954.13 154 370.33 473.16 191.73 159.88 192.1 9.72 438.83 183.88 184 104 0 139.67 35.37 92 231 154 567.27 812.43 103 54 56 184.36 198.68 84 228.93 37.68
"OG0004856" 23 40.14 35.53 0.91 4.9 0 12.65 20 100 34.7 11.37 0 11.49 16 21 22.4 12.91 26 48.39 29.89 20.85 93.03 469.95 346.65 340 318 22 11 4 17.1 0 11 62 14
"OG0004857" 23 66 47.26 62 17.95 0 0 12 31 63 50.38 31.36 56.08 36 46 65 21 36 90.08 83.42 65.85 8.22 27.78 0 177.66 143.29 103 123 61 23 43.14 38 43 18
"OG0004858" 76 317.91 271.47 271 1033 227 766.95 23.92 133.24 335 1288 1390 1062 129 431 317 228 270 428.23 329.21 240 92.6 518.21 273.5 1015.35 1285.34 258 276 150 85.38 0 109.89 154.06 3
"OG0004860" 13 35 61 47 30 7 115 18 43 78 93 85 61 16 69 56 43 40 115 50 20 18 81 22 278.68 332.23 144 94 72 139 66 109 153 40
